DataUse,Replication,Vegetation,N2O,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3
Building,R1,Corn,0.641488199,0.76,10.92,6.0,7,336,0.649339763,15.88758,37.390049
Building,R1,Corn,0.683206888,0.0,10.92,15.6,8,337,0.66319953,16.61822,38.501605
Building,R1,Corn,1.247729181,0.0,10.92,21.5,9,338,0.652472502,17.194261,39.614156
Building,R1,Corn,0.577199823,0.0,10.92,18.3,10,339,0.641897942,17.627427,40.762024
Building,R1,Corn,1.291970562,0.0,7.62,17.2,11,340,0.634586541,17.991763,41.582085
Building,R1,Corn,1.118848068,0.0,0.76,19.5,12,341,0.63027233,18.149336,42.757892
Building,R1,Corn,0.703135197,0.0,0.0,21.7,13,342,0.624986776,18.135592,43.975461
Building,R1,Corn,1.758231667,0.0,0.0,24.1,14,343,0.621221374,17.944157,45.262766
Building,R1,Corn,5.824126228,0.25,0.25,21.9,15,344,0.690415239,18.775135,45.107604
Building,R1,Corn,7.089676383,16.51,16.51,18.7,16,345,0.726825599,19.006685,44.766215
Building,R1,Corn,5.774068286,40.9,41.15,12.2,17,346,0.751462016,19.18893,44.549472
Building,R1,Corn,4.457284469,27.69,44.2,9.0,18,347,0.744737108,19.336651,44.404062
Building,R1,Corn,3.314789347,3.05,44.2,11.0,19,348,0.720615267,19.072542,44.284208
Building,R1,Corn,16.05668199,57.65,63.75,24.0,24,353,0.72962311,17.471677,41.461827
Building,R1,Corn,12.48251254,4.06,60.7,22.1,25,354,0.718840195,16.138009,40.237527
Building,R1,Corn,10.17067882,2.79,63.49,20.6,26,355,0.719930216,15.456705,39.235284
Building,R1,Corn,7.302739859,6.35,67.05,14.5,27,356,0.722891889,14.63602,38.141644
Building,R1,Corn,6.342695771,4.83,68.32,11.9,28,357,0.702377458,14.250297,37.927208
Building,R1,Corn,4.937267907,1.27,65.27,15.0,29,358,0.686753966,13.812831,37.625009
Building,R1,Corn,3.886956112,0.0,11.68,16.5,30,359,0.668909046,13.279843,36.972971
Building,R1,Corn,7.172206879,0.0,7.62,15.3,31,360,0.654176541,13.037974,36.861673
Building,R1,Corn,3.055358979,0.0,7.62,14.7,32,361,0.648932028,12.121101,34.956386
Building,R1,Corn,1.931364158,0.0,4.83,16.3,33,362,0.637953878,11.601204,34.075467
Building,R1,Corn,1.054179035,0.0,1.27,19.9,34,363,0.631537263,10.980224,32.862164
Building,R1,Corn,3.199359691,0.0,0.0,19.0,35,364,0.651002367,10.87161,31.852549
Building,R1,Corn,3.377891627,10.41,10.41,20.2,36,365,0.681591235,9.060794,29.04783
Building,R1,Corn,21.35532958,7.37,17.78,19.6,38,1,0.74802996,18.32377,35.313386
Building,R1,Corn,5.643902585,20.07,30.48,18.6,39,2,0.72518785,22.198088,38.841549
Building,R1,Corn,7.014291646,12.7,30.48,17.6,40,3,0.664900165,24.329923,40.406504
Building,R1,Corn,52.5638362,0.25,30.73,20.9,41,4,0.703470292,28.256341,41.837695
Building,R1,Corn,44.87445146,23.87,54.35,21.9,42,5,0.711365325,33.486766,44.680629
Building,R1,Corn,28.75629326,23.62,43.94,17.7,43,6,0.667765258,36.436945,46.735911
Building,R1,Corn,26.61306052,0.0,43.94,16.6,44,7,0.643728949,39.087767,50.159287
Building,R1,Corn,25.046763,0.0,36.57,19.6,45,8,0.6235491,41.145186,54.649328
Building,R1,Corn,23.97074703,0.0,23.87,22.7,46,9,0.600701466,41.936636,58.272623
Building,R1,Corn,28.07357268,0.0,23.87,23.9,47,10,0.583288055,39.752929,59.368108
Building,R1,Corn,26.51636524,0.0,23.62,25.4,48,11,0.564274784,37.441479,60.497423
Building,R1,Corn,22.77694933,0.0,0.0,24.6,49,12,0.547440174,36.714853,61.238635
Building,R1,Corn,95.2637455,45.97,45.97,23.4,52,15,0.706978307,34.350271,51.692358
Building,R1,Corn,49.74509772,5.08,45.97,21.7,53,16,0.666644851,31.612189,49.66909
Building,R1,Corn,30.51366518,2.79,48.76,16.9,57,20,0.690803194,22.238778,40.089541
Building,R1,Corn,35.95056074,10.41,18.28,21.1,58,21,0.684690136,23.139167,40.600242
Building,R1,Corn,31.90315787,10.41,13.2,20.3,59,22,0.654741528,23.714475,41.402897
Building,R1,Corn,22.31387373,0.0,13.2,22.4,60,23,0.631907015,23.657563,42.951425
Building,R1,Corn,19.03504958,0.0,13.2,23.5,61,24,0.596793902,23.507355,44.425864
Building,R1,Corn,15.69042234,0.0,13.2,23.6,62,25,0.578104213,22.934726,46.103805
Building,R1,Corn,15.29364267,0.0,10.41,23.3,63,26,0.558912279,22.548709,47.481698
Building,R1,Corn,14.85309142,0.0,10.41,23.5,64,27,0.551991347,21.820771,49.196689
Building,R1,Corn,13.12900042,0.25,0.25,24.6,65,28,0.551868524,21.298262,50.585638
Building,R1,Corn,7.392958744,0.25,0.25,20.4,66,29,0.546320454,20.835476,51.82518
Building,R1,Corn,5.556255894,0.0,0.25,20.1,67,30,0.511028679,19.683531,49.139031
Building,R1,Corn,5.411410985,0.0,0.25,21.8,68,31,0.487780906,18.50303,46.757038
Building,R1,Corn,4.420680479,0.0,0.25,25.0,69,32,0.461232732,17.288517,45.224932
Building,R1,Corn,3.737267631,0.0,0.25,26.3,70,33,0.436150549,16.123567,44.320147
Building,R1,Corn,3.569423022,0.0,0.25,27.7,71,34,0.415373254,15.072019,43.83074
Building,R1,Corn,2.709625836,0.0,0.0,27.8,72,35,0.400452419,14.157563,43.627556
Building,R1,Corn,2.388196195,0.0,0.0,27.8,73,36,0.390856105,13.359953,43.616534
Building,R1,Corn,2.451725013,0.0,0.0,29.3,74,37,0.388779549,13.994863,42.677677
Building,R1,Corn,2.656766906,25.15,25.15,24.6,75,38,0.498051264,12.013016,37.754298
Building,R1,Corn,0.0,38.87,38.87,22.0,76,39,0.607322978,10.679956,32.801788
Building,R1,Corn,2.876688844,19.82,44.97,22.0,77,40,0.608781372,9.54636,29.036296
Building,R1,Corn,6.389154413,10.42,49.29,22.4,78,41,0.6117244,8.464248,26.162728
Building,R1,Corn,3.059984114,4.83,49.8,16.6,79,42,0.570602408,7.434445,23.95339
Building,R1,Corn,2.499339039,0.51,49.8,17.6,80,43,0.530853276,6.5872,22.250362
Building,R1,Corn,1.974115335,0.0,49.8,18.9,81,44,0.506723838,5.915322,20.798713
Building,R1,Corn,2.604587532,1.27,25.92,17.8,82,45,0.518172466,5.282608,19.634726
Building,R1,Corn,1.433884327,1.27,12.2,13.8,83,46,0.554520424,4.821092,18.542955
Building,R1,Corn,1.887644253,11.43,17.53,15.9,84,47,0.597800361,4.395802,17.675231
Building,R1,Corn,1.773605596,11.43,13.21,17.4,85,48,0.565976649,4.020405,17.00221
Building,R1,Corn,1.301779364,0.0,12.7,18.9,86,49,0.585493842,3.799876,16.461194
Building,R1,Corn,1.871044225,9.4,22.1,19.9,87,50,0.606484623,3.588601,15.956406
Building,R1,Corn,2.346712425,9.4,22.1,17.7,88,51,0.608158968,3.375032,15.512971
Building,R1,Corn,1.437807567,4.32,25.15,19.5,89,52,0.574517764,3.185647,15.175118
Building,R1,Corn,0.417465627,4.32,25.15,17.1,90,53,0.53493802,2.971846,14.901339
Building,R1,Corn,0.345763458,0.0,13.72,15.6,91,54,0.525299287,2.747444,14.654103
Building,R1,Corn,1.018219144,0.0,13.72,20.3,92,55,0.518138628,2.646752,14.427658
Building,R1,Corn,0.438390285,3.05,16.77,21.3,93,56,0.610192902,2.614224,14.184788
Building,R1,Corn,0.877707929,39.63,43.95,19.7,94,57,0.718947825,2.566041,13.989028
Building,R1,Corn,0.312617991,36.58,43.95,19.7,95,58,0.66763829,2.495768,13.859777
Building,R1,Corn,0.0,0.0,39.63,20.3,96,59,0.629593198,2.424203,13.775457
Building,R1,Corn,0.0,0.0,39.63,19.2,97,60,0.590524972,2.322966,13.68937
Building,R1,Corn,0.0,0.0,39.63,19.6,98,61,0.675899033,2.294733,13.558116
Building,R1,Corn,0.0,49.27,85.85,14.5,100,63,0.666462737,2.132672,13.385788
Building,R1,Corn,0.0,0.0,49.27,15.2,101,64,0.650939624,2.052208,13.329725
Building,R1,Corn,0.954472632,0.0,49.27,17.5,102,65,0.624841952,2.010099,13.296367
Building,R1,Corn,0.496536791,0.0,49.27,18.3,103,66,0.606993234,1.970296,13.275915
Building,R1,Corn,0.897694853,0.0,49.27,19.1,104,67,0.587365991,1.951634,13.249357
Building,R1,Corn,0.532784281,0.0,49.27,19.9,105,68,0.57340545,1.918175,13.221822
Building,R1,Corn,0.304002133,0.0,0.0,21.2,106,69,0.560248638,1.894229,13.199682
Building,R1,Corn,0.361610641,0.0,0.0,22.9,107,70,0.543233294,1.929655,13.199651
Building,R1,Corn,1.193686931,0.0,0.0,20.9,108,71,0.53452279,2.124021,13.156113
Building,R1,Corn,0.725071,19.81,19.81,20.3,109,72,0.586879926,2.103612,13.119102
Building,R1,Corn,0.578082027,19.81,19.81,19.5,110,73,0.619423512,2.058095,13.086281
Building,R1,Corn,0.0,0.0,19.81,24.1,112,75,0.568020848,2.007998,13.051483
Building,R1,Corn,0.0,0.0,19.81,26.6,113,76,0.553189691,2.028621,13.057522
Building,R1,Corn,0.793937519,0.76,20.57,24.1,114,77,0.580153835,2.101439,13.051756
Building,R1,Corn,0.0,4.06,23.87,23.3,115,78,0.569672404,2.079089,13.049871
Building,R1,Corn,0.0,3.3,4.06,24.5,116,79,0.546052807,2.065633,13.053318
Building,R1,Corn,-0.481876583,0.0,4.06,22.6,117,80,0.529149237,2.027484,13.040112
Building,R1,Corn,0.0,0.0,4.06,23.0,118,81,0.518764388,2.014887,13.035356
Building,R1,Corn,0.0,0.0,4.06,19.5,119,82,0.507594455,2.215655,13.105082
Building,R1,Corn,0.333151502,0.0,4.06,17.3,120,83,0.490984774,2.395569,13.176836
Building,R1,Corn,0.0,0.0,3.3,18.7,121,84,0.484845474,2.569911,13.258362
Building,R1,Corn,0.0,0.0,0.0,17.0,122,85,0.474858691,2.723073,13.334837
Building,R1,Corn,0.0,0.0,0.0,16.5,123,86,0.469269926,2.87271,13.419737
Building,R1,Corn,0.0,0.0,0.0,21.0,124,87,0.460019937,3.030438,13.526734
Building,R1,Corn,0.0,0.0,0.0,20.6,125,88,0.458337994,3.177615,13.634366
Building,R1,Corn,0.0,0.0,0.0,20.8,126,89,0.500144345,3.371181,13.711105
Building,R1,Corn,-0.512315972,8.64,8.64,27.7,127,90,0.538970377,3.596553,13.867015
Building,R1,Corn,0.546239144,8.64,8.64,25.2,128,91,0.519815733,3.771086,14.034666
Building,R1,Corn,0.0,0.0,8.64,20.3,129,92,0.503299181,3.906009,14.166299
Building,R1,Corn,0.0,0.0,8.64,11.8,130,93,0.482440498,4.002364,14.252209
Building,R1,Corn,-0.683827432,0.0,8.64,11.2,131,94,0.4727552,4.092531,14.342753
Building,R1,Corn,0.885735042,0.0,8.64,11.6,132,95,0.470183996,4.182362,14.408804
Building,R1,Corn,0.278097339,4.32,12.96,12.8,133,96,0.489643577,4.262468,14.48907
Building,R1,Corn,0.377539187,4.32,4.32,11.7,134,97,0.482321127,4.337239,14.575125
Building,R1,Corn,0.0,0.0,4.32,16.8,135,98,0.465521735,4.419228,14.693321
Building,R1,Corn,0.309563152,0.0,4.32,18.6,136,99,0.467102952,4.512821,14.805273
Building,R1,Corn,0.0,2.29,6.61,21.1,137,100,0.473327784,4.605219,14.926775
Building,R1,Corn,0.0,3.31,7.63,15.5,138,101,0.470566869,4.676988,15.037701
Building,R1,Corn,0.0,1.02,7.63,10.8,139,102,0.461674252,4.73614,15.118233
Building,R1,Corn,0.714402834,0.0,3.31,9.4,140,103,0.454854046,4.79304,15.204239
Building,R1,Corn,0.0,0.0,1.02,15.6,144,107,0.432510728,5.01547,15.658539
Building,R1,Corn,0.793630081,0.0,0.0,17.5,145,108,0.430628027,5.067571,15.801108
Building,R1,Corn,0.0,0.0,0.0,16.5,146,109,0.447817888,5.127319,15.914857
Building,R1,Corn,0.519745214,3.05,3.05,13.5,147,110,0.443769646,5.177534,16.03509
Building,R1,Corn,0.613138361,3.05,3.05,16.7,148,111,0.437734524,5.224403,16.159297
Building,R1,Corn,0.0,0.0,3.05,19.3,149,112,0.435956001,5.269669,16.318672
Building,R1,Corn,0.0,0.0,3.05,17.3,150,113,0.433686282,5.313586,16.460049
Building,R1,Corn,0.0,0.0,3.05,21.1,151,114,0.490427968,5.409627,16.581586
Building,R1,Corn,-1.887534902,2.29,21.08,13.8,156,119,0.558875669,5.905728,16.912787
Building,R1,Corn,0.561939397,0.0,4.32,11.0,162,125,0.549797486,6.2551,17.431612
Building,R1,Corn,-0.59743737,3.81,8.13,10.8,163,126,0.575586076,6.31679,17.505761
Building,R1,Corn,-1.576961063,4.06,8.38,9.3,164,127,0.582216571,6.375073,17.557096
Building,R1,Corn,-0.583683368,4.06,12.19,8.4,165,128,0.594673832,6.425986,17.617861
Building,R1,Corn,1.245672151,4.06,12.44,6.7,166,129,0.593207842,6.483862,17.660036
Building,R1,Corn,-0.589717293,5.08,12.95,8.9,167,130,0.611625741,6.540439,17.707493
Building,R1,Corn,1.14386408,5.34,13.46,9.2,168,131,0.622795674,6.609089,17.738803
Building,R1,Corn,0.772562247,6.35,19.3,4.9,169,132,0.620236211,6.664445,17.772821
Building,R1,Corn,1.887695083,5.84,15.49,2.5,170,133,0.617460796,6.716039,17.803163
Building,R1,Corn,-1.949382949,2.03,17.27,2.3,171,134,0.632280906,6.766399,17.831679
Building,R1,Corn,0.0,0.0,9.9,5.1,175,138,0.626726624,6.926487,18.007295
Building,R1,Corn,-0.920145038,0.0,4.06,6.2,176,139,0.621437618,6.955457,18.065947
Building,R1,Corn,0.065959403,56.64,62.99,6.7,180,143,0.774614683,7.32762,18.086138
Building,R1,Corn,2.222660574,7.62,65.02,4.7,181,144,0.754730795,7.412645,18.080098
Building,R1,Corn,2.795187061,2.03,65.02,5.9,182,145,0.742065178,7.482499,18.091736
Building,R1,Corn,2.955292906,0.0,65.02,10.5,183,146,0.747350434,7.550389,18.118071
Building,R1,Corn,1.768417799,0.25,65.27,10.4,184,147,0.77161059,7.649945,18.107946
Building,R1,Corn,-0.604348708,17.01,75.68,3.5,185,148,0.770157326,7.730593,18.103221
Building,R1,Corn,-3.196648526,20.32,28.19,2.7,186,149,0.774008261,7.790303,18.115145
Building,R1,Corn,1.805412801,5.34,24.38,8.5,187,150,0.755304071,7.84316,18.146901
Building,R1,Corn,0.125176427,1.78,22.35,5.4,188,151,0.743047569,7.883953,18.18404
Building,R1,Corn,1.220806455,0.0,22.35,2.4,189,152,0.74423072,7.929897,18.204485
Building,R1,Corn,3.872730061,6.1,28.45,-2.7,190,153,0.751769121,7.964996,18.22488
Building,R1,Corn,-1.266666179,6.35,28.45,-1.0,191,154,0.728138475,7.993705,18.251941
Building,R1,Corn,-1.393029927,0.25,11.69,4.0,192,155,0.714289709,8.016742,18.298055
Building,R1,Corn,-1.674925657,0.0,8.13,5.6,193,156,0.710137288,8.036332,18.353286
Building,R1,Corn,-1.439389513,0.0,6.35,8.5,194,157,0.709437737,8.065922,18.405511
Building,R1,Corn,12.0759264,31.25,37.6,3.5,196,159,0.759181248,8.24447,18.392844
Building,R1,Corn,2.082721864,5.08,36.33,3.4,200,163,0.710865613,8.451958,18.461334
Building,R1,Corn,3.674700657,5.08,36.33,-4.0,201,164,0.680510424,8.482066,18.480901
Building,R1,Corn,4.940907041,0.0,32.77,-7.2,202,165,0.648190451,8.50625,18.500071
Building,R1,Corn,3.601433802,0.0,5.08,-4.1,203,166,0.590425632,8.527444,18.524482
Building,R1,Corn,2.655954384,0.0,5.08,-1.5,204,167,0.597948841,8.546252,18.553701
Building,R1,Corn,2.534468698,0.0,5.08,-4.6,205,168,0.58992684,8.562505,18.583734
Building,R1,Corn,2.539873904,0.0,0.51,0.1,210,173,0.684395606,8.615585,18.798273
Building,R1,Corn,2.49549488,0.0,0.51,2.0,211,174,0.690847438,8.62599,18.848033
Building,R1,Corn,3.484274593,2.29,2.8,8.2,212,175,0.690847438,8.625477,18.928489
Building,R1,Corn,0.0,2.29,2.8,3.0,213,176,0.690847438,8.629403,18.997692
Building,R1,Corn,2.185089819,0.0,2.29,-4.5,214,177,0.690847438,8.639714,19.038072
Building,R1,Corn,-1.562562091,0.0,2.29,-7.8,215,178,0.690847438,8.650249,19.068636
Building,R1,Corn,-0.620396766,0.25,2.54,-8.2,216,179,0.690847438,8.66016,19.096636
Building,R1,Corn,5.001702579,3.55,5.84,-4.7,217,180,0.690847438,8.669129,19.126762
Building,R1,Corn,3.594356903,4.57,7.11,-9.4,218,181,0.690847438,8.678444,19.151586
Building,R1,Corn,-0.787404801,1.52,5.07,-8.6,219,182,0.690847438,8.687085,19.177257
Building,R1,Corn,6.681300989,3.81,8.63,-10.8,220,183,0.690847438,8.695779,19.200572
Building,R1,Corn,5.382587633,3.56,8.63,-5.4,221,184,0.690847438,8.702854,19.231364
Building,R1,Corn,8.62697655,0.0,8.63,-6.9,222,185,0.690847438,8.710541,19.259301
Building,R1,Corn,0.630003133,7.37,15.75,-7.1,223,186,0.690847438,8.717887,19.287655
Building,R1,Corn,1.317069099,8.13,13.21,-10.3,224,187,0.690847438,8.725514,19.312938
Building,R1,Corn,-0.420805952,2.54,13.72,-5.1,225,188,0.690847438,8.731963,19.341928
Building,R1,Corn,-1.612939234,3.3,14.99,-3.0,226,189,0.690847438,8.737318,19.374715
Building,R1,Corn,2.01649188,1.52,11.43,2.0,227,190,0.690847438,8.744814,19.41449
Building,R1,Corn,-1.07655659,0.0,11.43,0.4,228,191,0.690847438,8.779712,19.43068
Building,R1,Corn,-1.621197439,9.65,21.08,0.0,229,192,0.690847438,8.811828,19.449754
Building,R1,Corn,-3.066995169,19.3,23.36,-0.1,230,193,0.690847438,8.862197,19.451367
Building,R1,Corn,7.926803876,28.19,41.14,-4.2,231,194,0.690847438,8.902694,19.452535
Building,R1,Corn,-1.788794905,18.79,39.61,-11.2,232,195,0.690847438,8.931509,19.457334
Building,R1,Corn,3.010158186,0.5,38.34,-7.3,233,196,0.690847438,8.956055,19.465752
Building,R1,Corn,-3.144694255,2.28,40.37,-4.2,234,197,0.690847438,8.980571,19.480793
Building,R1,Corn,0.421180766,3.3,41.64,0.2,235,198,0.690847438,9.01039,19.498388
Building,R1,Corn,0.044845799,1.27,31.99,4.2,236,199,0.690847438,9.053214,19.512907
Building,R1,Corn,-0.261482944,0.25,22.59,0.2,237,200,0.690847438,9.085803,19.528094
Building,R1,Corn,0.0,0.25,4.05,-8.5,238,201,0.690847438,9.109921,19.541743
Building,R1,Corn,-2.054733493,0.0,3.8,-9.8,239,202,0.690847438,9.129983,19.555396
Building,R1,Corn,-1.243919859,7.62,9.14,-12.3,241,204,0.675251892,9.161162,19.579896
Building,R1,Corn,-2.011853153,7.11,9.65,-16.3,242,205,0.66347337,9.173027,19.589817
Building,R1,Corn,-0.598946397,1.78,9.65,-4.9,243,206,0.650071048,9.184461,19.61086
Building,R1,Corn,7.000081558,3.81,13.21,-4.2,244,207,0.660171337,9.195232,19.634676
Building,R1,Corn,2.052699275,22.35,31.75,-16.7,245,208,0.688378295,9.205384,19.648207
Building,R1,Corn,5.345037212,20.32,33.53,-20.7,246,209,0.696134709,9.214442,19.658835
Building,R1,Corn,1.146136235,2.03,31.49,-13.9,247,210,0.696809112,9.223077,19.673953
Building,R1,Corn,1.763916426,0.25,26.16,-10.1,248,211,0.677547779,9.231097,19.69323
Building,R1,Corn,4.584880687,0.25,24.63,-0.4,249,212,0.687705365,9.265171,19.69911
Building,R1,Corn,0.647679847,13.71,38.09,2.6,250,213,0.745354624,9.309515,19.704419
Building,R1,Corn,0.0,4.57,22.09,-5.7,256,219,0.7193307,9.494301,19.787661
Building,R1,Corn,-1.12089104,3.04,8.88,-9.1,257,220,0.692238922,9.509513,19.804065
Building,R1,Corn,-0.604132743,0.51,0.76,5.6,308,271,0.625475962,10.070606,20.827658
Building,R1,Corn,1.733866371,0.0,0.76,5.4,309,272,0.661071101,10.117225,20.843957
Building,R1,Corn,0.0,3.3,4.06,-2.5,310,273,0.686125194,10.159741,20.844862
Building,R1,Corn,2.149585622,22.35,22.86,-10.5,311,274,0.682118433,10.190144,20.845555
Building,R1,Corn,1.07399029,19.05,22.86,3.6,312,275,0.696161637,10.223593,20.864423
Building,R1,Corn,0.0,0.0,22.35,-7.6,315,278,0.688406009,10.27069,20.938442
Building,R1,Corn,0.292923608,0.0,22.35,0.0,316,279,0.677060118,10.275747,20.980198
Building,R1,Corn,3.33250511,0.0,19.05,3.3,317,280,0.727122004,10.297744,21.011484
Building,R1,Corn,3.674829483,9.65,9.65,-0.1,319,282,0.730842864,10.335156,21.072604
Building,R1,Corn,-0.49987893,6.35,14.48,1.5,320,283,0.710893138,10.351476,21.106645
Building,R1,Corn,0.304618964,5.85,15.5,-6.5,321,284,0.690005123,10.362278,21.134962
Building,R1,Corn,0.958483372,1.02,15.5,-6.8,322,285,0.675457868,10.37017,21.163947
Building,R1,Corn,-1.410468042,0.0,15.5,-5.4,323,286,0.671085248,10.376192,21.194509
Building,R1,Corn,0.690954274,0.25,15.75,-6.2,324,287,0.658523034,10.380656,21.226819
Building,R1,Corn,0.786303966,0.25,7.62,1.9,325,288,0.655325094,10.389257,21.27024
Building,R1,Corn,1.351103845,4.57,10.67,4.1,326,289,0.672415639,10.392893,21.324995
Building,R1,Corn,1.216338973,5.59,6.86,1.0,327,290,0.723801182,10.354791,21.356173
Building,R1,Corn,5.891880114,1.27,6.09,2.5,328,291,0.69828338,10.348248,21.425554
Building,R1,Corn,25.05031951,0.25,6.09,8.3,329,292,0.688770933,10.333802,21.512805
Building,R1,Corn,66.06556717,0.0,6.09,7.0,330,293,0.675242938,10.334187,21.582975
Building,R1,Corn,71.85948137,3.56,9.4,4.9,331,294,0.668568296,10.269259,21.63857
Building,R1,Corn,42.03217918,3.56,9.4,3.3,332,295,0.696668832,10.307904,21.662354
Building,R1,Corn,17.31142729,13.21,18.04,3.0,333,296,0.704964223,10.35027,21.677334
Building,R1,Corn,4.277550058,19.56,23.37,2.1,334,297,0.687924856,10.379014,21.710078
Building,R1,Corn,3.426662597,6.35,23.12,4.4,335,298,0.672448463,10.342982,21.739945
Building,R1,Corn,3.080220514,0.0,23.12,5.6,336,299,0.66238197,10.350284,21.80285
Building,R1,Corn,3.34723454,0.0,23.12,7.6,337,300,0.667903226,10.347379,21.884847
Building,R1,Corn,2.110474201,0.0,19.56,8.0,338,301,0.658089205,10.277449,21.947098
Building,R1,Corn,3.898105286,0.0,19.56,12.2,339,302,0.647482427,10.260911,22.05773
Building,R1,Corn,1.324168729,0.0,6.35,9.7,340,303,0.641565006,10.242889,22.171745
Building,R1,Corn,2.833946682,0.76,0.76,13.7,341,304,0.633285452,10.216401,22.306353
Building,R1,Corn,8.706540576,8.12,8.88,8.3,343,306,0.677249808,10.112696,22.281812
Building,R1,Corn,2.121485035,19.55,20.56,-2.7,344,307,0.680826179,10.150097,22.307266
Building,R1,Corn,1.579270772,12.95,21.83,0.4,345,308,0.664916938,10.179093,22.344685
Building,R1,Corn,2.140124953,1.27,21.83,8.7,346,309,0.647911854,10.118525,22.409554
Building,R1,Corn,1.888597203,0.0,21.83,10.3,347,310,0.637727633,10.124376,22.504263
Building,R1,Corn,0.0,0.51,21.58,8.1,348,311,0.634133329,10.125344,22.60375
Building,R1,Corn,-1.030858202,0.51,21.33,12.7,349,312,0.622681236,10.025593,22.703285
Building,R1,Corn,0.982239025,0.0,13.46,16.8,350,313,0.615222586,9.917311,22.719365
Building,R1,Corn,-0.488565624,5.59,7.37,9.2,351,314,0.623410417,9.930359,22.813824
Building,R1,Corn,2.201369163,5.59,6.1,6.1,352,315,0.617830624,9.86226,22.874886
Building,R1,Corn,2.965320363,0.0,6.1,9.4,353,316,0.610519223,9.866046,22.977496
Building,R1,Corn,0.0,0.0,6.1,8.5,354,317,0.635407163,9.906862,23.035846
Building,R1,Corn,2.194526296,0.0,13.46,9.0,357,320,0.614280844,9.767158,23.243241
Building,R1,Corn,3.129604018,0.51,8.38,13.4,358,321,0.642409175,9.830504,23.306869
Building,R1,Corn,3.663125244,8.38,16.25,11.8,359,322,0.634061574,9.786069,23.344788
Building,R1,Corn,1.435235258,7.87,16.25,6.7,360,323,0.63337874,9.839076,23.386228
Building,R1,Corn,2.007233888,6.35,22.6,7.6,361,324,0.673749338,9.749617,23.349831
Building,R1,Corn,2.413833727,0.25,9.4,12.7,366,329,0.648576804,9.700549,23.718494
Building,R1,Corn,-0.508950158,0.25,9.4,20.2,367,330,0.636737988,9.57288,23.892634
Building,R1,Corn,6.924899253,0.25,3.3,20.7,368,331,0.635376496,9.574376,24.07543
Building,R1,Corn,3.661879374,0.5,1.77,14.8,369,332,0.63519986,10.624514,25.334023
Building,R1,Corn,0.910728177,0.25,0.75,17.7,1,333,0.681147647,12.072984,26.892192
Building,R1,Corn,1.455992844,0.51,1.26,21.0,2,334,0.674474703,13.430392,28.428349
Building,R1,Corn,3.532080782,0.51,1.26,19.8,3,335,0.702027634,14.443968,29.317191
Building,R1,Corn,5.360363039,5.84,6.85,11.4,4,336,0.708718213,15.326546,29.757912
Building,R1,Corn,3.84236898,21.08,22.09,6.5,5,337,0.768931459,15.804155,29.908226
Building,R1,Corn,1.565485955,27.69,34.29,4.3,6,338,0.750674576,16.241148,30.133555
Building,R1,Corn,0.855446099,12.45,34.04,7.5,7,339,0.738897221,16.717923,30.493737
Building,R1,Corn,-0.433406008,0.0,34.04,12.0,8,340,0.709997441,17.359108,31.123251
Building,R1,Corn,0.130895265,0.0,33.53,14.4,9,341,0.685609079,17.920326,31.752192
Building,R1,Corn,1.088736364,1.27,34.8,19.0,10,342,0.700512609,18.886433,32.470675
Building,R1,Corn,4.854596018,6.1,33.79,21.6,11,343,0.72311608,19.480781,32.968935
Building,R1,Corn,3.813344581,10.16,23.88,16.5,12,344,0.700630652,19.723998,33.533737
Building,R1,Corn,1.506689603,5.33,11.43,14.1,13,345,0.678248366,19.68438,33.951044
Building,R1,Corn,0.609014662,0.0,11.43,16.6,14,346,0.662641447,19.50777,34.503113
Building,R1,Corn,1.185568,0.0,11.43,19.0,15,347,0.643352884,19.117986,35.115609
Building,R1,Corn,0.0,0.0,11.43,20.8,16,348,0.647570216,19.445173,34.631846
Building,R1,Corn,4.197326669,22.86,33.02,22.2,17,349,0.687074096,18.725127,34.641772
Building,R1,Corn,5.428974021,25.15,30.48,19.5,18,350,0.701808278,18.287915,34.648345
Building,R1,Corn,0.870497832,0.0,25.15,20.1,20,352,0.673334717,16.800336,34.79353
Building,R1,Corn,-0.494852119,0.0,25.15,21.9,21,353,0.644624377,15.6406,34.677413
Building,R1,Corn,1.888820337,0.0,25.15,22.2,22,354,0.631141236,14.695893,34.22202
Building,R1,Corn,0.98098801,0.25,25.4,23.0,23,355,0.632839068,14.093064,33.394646
Building,R1,Corn,4.871280391,5.08,7.37,20.8,24,356,0.674874813,13.159109,32.321472
Building,R1,Corn,2.00012369,4.83,5.08,15.2,25,357,0.671656147,12.807167,31.507064
Building,R1,Corn,3.66973642,6.6,11.68,17.0,26,358,0.693581075,12.270885,31.113413
Building,R1,Corn,1.099091962,6.6,11.68,18.4,27,359,0.655945694,11.760205,30.736717
Building,R1,Corn,2.161511483,0.0,11.68,19.9,28,360,0.645117639,11.104218,30.014045
Building,R1,Corn,3.364516196,0.0,11.68,20.1,29,361,0.680621666,10.760481,28.71836
Building,R1,Corn,0.0,13.97,20.57,19.3,31,363,0.660975417,9.005641,25.373183
Building,R1,Corn,0.451278605,2.29,22.86,19.6,32,364,0.674633298,8.222437,23.58763
Building,R1,Corn,2.938316414,8.89,22.86,19.2,33,365,0.681005954,7.186631,21.66017
